endpoint,column_name,data_type,pretty_name,definition,is_required
v1/accounting/od/securities_c_of_i,src_line_nbr,INTEGER,Source Line Number,Indicates the row of the corresponding table where the data point can be found.,TRUE
v1/accounting/od/securities_c_of_i,record_fiscal_year,YEAR,Fiscal Year,The fiscal year associated with record_date. The federal government's fiscal year runs from October 1 to September 30.,TRUE
v1/accounting/od/securities_c_of_i,record_fiscal_quarter,QUARTER,Fiscal Quarter Number,"The fiscal quarter associated with record_date. For the federal government these quarters are: Q1 - October to December, Q2 - January to March, Q3 - April to June, Q4 - July to September.",TRUE
v1/accounting/od/securities_c_of_i,record_calendar_year,YEAR,Calendar Year,The calendar year associated with record_date.,TRUE
v1/accounting/od/securities_c_of_i,record_calendar_quarter,QUARTER,Calendar Quarter Number,The calendar quarter associated with record_date.,TRUE
v1/accounting/od/securities_c_of_i,record_calendar_month,MONTH,Calendar Month Number,The calendar month associated with record_date.,TRUE
v1/accounting/od/securities_c_of_i,record_calendar_day,DAY,Calendar Day Number,The calendar day associated with record_date.,TRUE
v1/accounting/od/securities_accounts,record_date,DATE,Record Date,The date that data was published.,TRUE
v1/accounting/od/securities_accounts,unrestrict_primary_accts_cnt,NUMBER,Unrestricted Primary Accounts Count,"Number of unrestricted primary accounts. An unrestricted primary account is a personal account opened in TreasuryDirect. Once a Primary account is opened, a user may establish Minor or Custom Linked accounts that are accessed only from their Primary account. Minor linked accounts are not available in entity accounts.",TRUE
v1/accounting/od/securities_accounts,funded_accts_cnt,NUMBER,Funded Accounts Count,The number of funded accounts. Funded accounts are Treasury Direct accounts containing holdings.,TRUE
v1/accounting/od/securities_accounts,trans_month,STRING,Transactions Month,The period during which count of accounts is represented.,TRUE
v1/accounting/od/securities_accounts,src_line_nbr,INTEGER,Source Line Number,Indicates the row of the corresponding table where the data point can be found.,TRUE
v1/accounting/od/securities_accounts,record_fiscal_year,YEAR,Fiscal Year,The fiscal year associated with record_date. The federal government's fiscal year runs from October 1 to September 30.,TRUE
v1/accounting/od/securities_accounts,record_fiscal_quarter,QUARTER,Fiscal Quarter Number,"The fiscal quarter associated with record_date. For the federal government these quarters are: Q1 - October to December, Q2 - January to March, Q3 - April to June, Q4 - July to September.",TRUE
v1/accounting/od/securities_accounts,record_calendar_year,YEAR,Calendar Year,The calendar year associated with record_date.,TRUE
v1/accounting/od/securities_accounts,record_calendar_quarter,QUARTER,Calendar Quarter Number,The calendar quarter associated with record_date.,TRUE
v1/accounting/od/securities_accounts,record_calendar_month,MONTH,Calendar Month Number,The calendar month associated with record_date.,TRUE
v1/accounting/od/securities_accounts,record_calendar_day,DAY,Calendar Day Number,The calendar day associated with record_date.,TRUE
v2/accounting/od/slgs_statistics,record_date,DATE,Record Date,The date that data was published.,TRUE
v2/accounting/od/slgs_statistics,security_type,STRING,Security Type,Time or Demand Deposit Securities,TRUE
v2/accounting/od/slgs_statistics,security_type_desc,STRING,Security Type Description,"Notes, Bonds, Certificate of Indebtedness, or Demand Deposits",TRUE
v2/accounting/od/slgs_statistics,securities_outstanding_cnt,NUMBER,Securities Outstanding Count,Number of securities outstanding,TRUE
v2/accounting/od/slgs_statistics,principal_outstanding_amt,CURRENCY,Principal Outstanding Amount,Principal amount of securities outstanding,TRUE
v2/accounting/od/slgs_statistics,src_line_nbr,INTEGER,Source Line Number,Indicates the row of the corresponding table where the data point can be found.,TRUE
v2/accounting/od/slgs_statistics,record_fiscal_year,YEAR,Fiscal Year,The fiscal year associated with record_date. The federal government's fiscal year runs from October 1 to September 30.,TRUE
v2/accounting/od/slgs_statistics,record_fiscal_quarter,QUARTER,Fiscal Quarter Number,"The fiscal quarter associated with record_date. For the federal government these quarters are: Q1 - October to December, Q2 - January to March, Q3 - April to June, Q4 - July to September.",TRUE
v2/accounting/od/slgs_statistics,record_calendar_year,YEAR,Calendar Year,The calendar year associated with record_date.,TRUE
v2/accounting/od/slgs_statistics,record_calendar_quarter,QUARTER,Calendar Quarter Number,The calendar quarter associated with record_date.,TRUE
v2/accounting/od/slgs_statistics,record_calendar_month,MONTH,Calendar Month Number,The calendar month associated with record_date.,TRUE
v2/accounting/od/slgs_statistics,record_calendar_day,DAY,Calendar Day Number,The calendar day associated with record_date.,TRUE
v2/accounting/od/qualified_tax,record_date,DATE,Record Date,The date that data was published.,TRUE
v2/accounting/od/qualified_tax,interest_rate_pct,PERCENTAGE,Interest Rate Percent,Historical QTCB interest rate,TRUE
v2/accounting/od/qualified_tax,maturity_desc,STRING,Maturity Description,Term to maturity,TRUE
v2/accounting/od/qualified_tax,psfy_pct,PERCENTAGE,Permitted Sinking Fund Yield Percent,"Permitted Sinking Fund Yield: The maximum permitted yield for the sinking fund expected to be used to repay the issue under section 54A(d)(4)(C) of the IRC. The permitted sinking fund yield is equal to 110% of the long-term adjusted applicable federal rate (AFR), compounded semiannually. The permitted sinking fund yield is updated monthly.",TRUE
v2/accounting/od/qualified_tax,src_line_nbr,INTEGER,Source Line Number,Indicates the row of the corresponding table where the data point can be found.,TRUE
v2/accounting/od/qualified_tax,record_fiscal_year,YEAR,Fiscal Year,The fiscal year associated with record_date. The federal government's fiscal year runs from October 1 to September 30.,TRUE
v2/accounting/od/qualified_tax,record_fiscal_quarter,QUARTER,Fiscal Quarter Number,"The fiscal quarter associated with record_date. For the federal government these quarters are: Q1 - October to December, Q2 - January to March, Q3 - April to June, Q4 - July to September.",TRUE
v2/accounting/od/qualified_tax,record_calendar_year,YEAR,Calendar Year,The calendar year associated with record_date.,TRUE
v2/accounting/od/qualified_tax,record_calendar_quarter,QUARTER,Calendar Quarter Number,The calendar quarter associated with record_date.,TRUE
v2/accounting/od/qualified_tax,record_calendar_month,MONTH,Calendar Month Number,The calendar month associated with record_date.,TRUE
v2/accounting/od/qualified_tax,record_calendar_day,DAY,Calendar Day Number,The calendar day associated with record_date.,TRUE
v2/accounting/od/statement_net_cost,record_date,DATE,Record Date,The date that data was published.,TRUE
v2/accounting/od/statement_net_cost,stmt_fiscal_year,YEAR,Statement Fiscal Year,"The fiscal year of the Statement. The federal government fiscal year runs from October 1 to September 30. For restatements, the year will be the previous fiscal year compared to the record_fiscal_year.",TRUE
v2/accounting/od/statement_net_cost,restmt_flag,STRING,Restatement Flag,Either a Y denoting that the line item is a restatement or a N denoting that the line item is the original.,TRUE
v2/accounting/od/statement_net_cost,agency_nm,STRING,Agency Name,Name of the agency,TRUE
v2/accounting/od/statement_net_cost,gross_cost_bil_amt,CURRENCY,Gross Cost (in Billions),"Full cost of all the departments and entities excluding gain or loss from changes in assumptions. These costs are assigned on a cause-and-effect basis, or reasonably allocated to the corresponding entities.",TRUE
v2/accounting/od/statement_net_cost,earned_revenue_bil_amt,CURRENCY,Earned Revenue (in Billions),Exchange revenue resulting from the government providing goods and services to the public at a price.,TRUE
v2/accounting/od/statement_net_cost,subtotal_bil_amt,CURRENCY,Subtotal (in Billions),Computed by subtracting earned revenue from gross cost.,TRUE
v2/accounting/od/statement_net_cost,change_assumptions_bil_amt,CURRENCY,Change in Assumptions (in Billions),"Gain or loss from changes in long-term assumptions used to measure the liabilities reported for federal civilian and military employee pensions, OPEB, and ORB, including veterans' compensation.",TRUE
v2/accounting/od/statement_net_cost,net_cost_bil_amt,CURRENCY,Net Cost (in Billions),"Computed by subtracting earned revenue from gross cost, adjusted by the gain or loss from changes in assumptions.",TRUE
v2/accounting/od/statement_net_cost,src_line_nbr,INTEGER,Source Line Number,Indicates the row of the corresponding table where the data point can be found.,TRUE
v2/accounting/od/statement_net_cost,record_fiscal_year,YEAR,Fiscal Year,The fiscal year associated with record_date. The federal government's fiscal year runs from October 1 to September 30.,TRUE
v2/accounting/od/statement_net_cost,record_fiscal_quarter,QUARTER,Fiscal Quarter Number,"The fiscal quarter associated with record_date. For the federal government these quarters are: Q1 - October to December, Q2 - January to March, Q3 - April to June, Q4 - July to September.",TRUE
v2/accounting/od/statement_net_cost,record_calendar_year,YEAR,Calendar Year,The calendar year associated with record_date.,TRUE
v2/accounting/od/statement_net_cost,record_calendar_quarter,QUARTER,Calendar Quarter Number,The calendar quarter associated with record_date.,TRUE
v2/accounting/od/statement_net_cost,record_calendar_month,MONTH,Calendar Month Number,The calendar month associated with record_date.,TRUE
v2/accounting/od/statement_net_cost,record_calendar_day,DAY,Calendar Day Number,The calendar day associated with record_date.,TRUE
v1/accounting/od/net_position,record_date,DATE,Record Date,The date that data was published.,TRUE
v1/accounting/od/net_position,stmt_fiscal_year,YEAR,Statement Fiscal Year,"The fiscal year of the Statement. The federal government fiscal year runs from October 1 to September 30. For restatements, the year will be the previous fiscal year compared to the record_fiscal_year.",TRUE
v1/accounting/od/net_position,restmt_flag,STRING,Restatement Flag,Either a Y denoting that the line item is a restatement or a N denoting that the line item is the original.,TRUE
v1/accounting/od/net_position,account_desc,STRING,Account Description,"Either a revenue, net cost, other, or net position line item. Revenues are inflows of resources to the government, and net costs are outflows. Line items categorized as other are intra-governmental transfers, unmatched transactions and balances, and the final net operating cost or revenue (see Notes & Known Limitations for details). Net position is the residual difference between assets and liabilities and is the cumulative results of operations since inception. The change in net position between the beginning and end of the fiscal year is a sum of adjustments to beginning net position and net operating cost or revenue.",TRUE
v1/accounting/od/net_position,line_item_desc,STRING,Line Item Description,"Description of revenue, net cost, other, or net position line item.",TRUE
v1/accounting/od/net_position,non_dedicated_funds_bil_amt,CURRENCY,Funds from Non-dedicated Collections (in Billions),Amount of combined funds other than those from dedicated collections for the line item in the fiscal year associated with record_date.,TRUE
v1/accounting/od/net_position,dedicated_funds_bil_amt,CURRENCY,Funds from Dedicated Collections (in Billions),Amount of combined funds from dedicated collections for the line item in the fiscal year associated with record_date.,TRUE
v1/accounting/od/net_position,eliminations_bil_amt,CURRENCY,Eliminations (in Billions),"Amounts recorded during consolidation as part of standard accounting practices to offset intra-governmental transactions. This field is only relevant for intra-governmental, total revenue, and net cost line items.",FALSE
v1/accounting/od/net_position,consolidated_bil_amt,CURRENCY,Consolidated (in Billions),"Consolidated amount for the line item in the fiscal year associated with record_date, calculated as sum of non-dedicated funds, dedicated funds, and eliminations",TRUE
v1/accounting/od/net_position,src_line_nbr,INTEGER,Source Line Number,Indicates the row of the corresponding table where the data point can be found.,TRUE
v1/accounting/od/net_position,record_fiscal_year,YEAR,Fiscal Year,The fiscal year associated with record_date. The federal government's fiscal year runs from October 1 to September 30.,TRUE
v1/accounting/od/net_position,record_fiscal_quarter,QUARTER,Fiscal Quarter Number,"The fiscal quarter associated with record_date. For the federal government these quarters are: Q1 - October to December, Q2 - January to March, Q3 - April to June, Q4 - July to September.",TRUE
v1/accounting/od/net_position,record_calendar_year,YEAR,Calendar Year,The calendar year associated with record_date.,TRUE
v1/accounting/od/net_position,record_calendar_quarter,QUARTER,Calendar Quarter Number,The calendar quarter associated with record_date.,TRUE
v1/accounting/od/net_position,record_calendar_month,MONTH,Calendar Month Number,The calendar month associated with record_date.,TRUE
v1/accounting/od/net_position,record_calendar_day,DAY,Calendar Day Number,The calendar day associated with record_date.,TRUE
v1/accounting/od/reconciliations,record_date,DATE,Record Date,The date that data was published.,TRUE
v1/accounting/od/reconciliations,stmt_fiscal_year,YEAR,Statement Fiscal Year,"The fiscal year of the Statement. The federal government fiscal year runs from October 1 to September 30. For restatements, the year will be the previous fiscal year compared to the record_fiscal_year.",TRUE
v1/accounting/od/reconciliations,restmt_flag,STRING,Restatement Flag,Either a Y denoting that the line item is a restatement or a N denoting that the line item is the original. ,TRUE
v1/accounting/od/reconciliations,account_desc,STRING,Account Description,"Either an operating, budget, or other line item. Operating line items include net operating cost, as well as components of net operating cost not part of the budget deficit. Budget line items include the budget deficit, as well as components of the budget deficit that are not part of net operating cost. Line items categorized as other are adjustments to beginning net position and all other reconciling items.",TRUE
v1/accounting/od/reconciliations,component_desc,STRING,Component Description,"Net operating cost components include excess accrual-basis expenses over budget outlays, amortized expenses not included in budget outlays, other expenses not reported as budget outlays, excess accrual-basis revenues over budget receipts, and other losses (gains if negative) and cost (revenue if negative) that are not budget receipts categorized as other revenue. Budget deficit components include budget receipts and outlays not included in net operating cost.",FALSE
v1/accounting/od/reconciliations,line_item_desc,STRING,Line Item Description,"Description of operating, budget, or other line item.",TRUE
v1/accounting/od/reconciliations,position_bil_amt,CURRENCY,Position Amount (in Billions),Amount associated with Line Item Description.,TRUE
v1/accounting/od/reconciliations,src_line_nbr,INTEGER,Source Line Number,Indicates the row of the corresponding table where the data point can be found.,TRUE
v1/accounting/od/reconciliations,record_fiscal_year,YEAR,Fiscal Year,The fiscal year associated with record_date. The federal government's fiscal year runs from October 1 to September 30.,TRUE
v1/accounting/od/reconciliations,record_fiscal_quarter,QUARTER,Fiscal Quarter Number,"The fiscal quarter associated with record_date. For the federal government these quarters are: Q1 - October to December, Q2 - January to March, Q3 - April to June, Q4 - July to September.",TRUE
v1/accounting/od/reconciliations,record_calendar_year,YEAR,Calendar Year,The calendar year associated with record_date.,TRUE
v1/accounting/od/reconciliations,record_calendar_quarter,QUARTER,Calendar Quarter Number,The calendar quarter associated with record_date.,TRUE
v1/accounting/od/reconciliations,record_calendar_month,MONTH,Calendar Month Number,The calendar month associated with record_date.,TRUE
v1/accounting/od/reconciliations,record_calendar_day,DAY,Calendar Day Number,The calendar day associated with record_date.,TRUE
v1/accounting/od/cash_balance,record_date,DATE,Record Date,The date that data was published.,TRUE
v1/accounting/od/cash_balance,stmt_fiscal_year,YEAR,Statement Fiscal Year,"The fiscal year of the Statement. The federal government fiscal year runs from October 1 to September 30. For restatements, the year will be the previous fiscal year compared to the record_fiscal_year.",TRUE
v1/accounting/od/cash_balance,restmt_flag,STRING,Restatement Flag,Either a Y denoting that the line item is a restatement or a N denoting that the line item is the original. ,TRUE
v1/accounting/od/cash_balance,account_desc,STRING,Account Description,"Either Cash flow from budget activities, Adjustments for non-cash outlays included in the budget, Cash flow from activities not included in the budget, or Other line item.",TRUE
v1/accounting/od/cash_balance,component_desc,STRING,Component Description,"Categorization tier below the account. Cash flow from budget activities and Other do not have a component. Adjustments for non-cash outlays included in the budget includes Non-cash flow amounts in the budget related to federal debt securities and Non-cash flow amounts in the budget related to loan financing account activity components. Cash flow from activities not included in the budget includes Cash flow from non-budget activities related to federal debt securities, Cash flow from non-budget activities related to loan financing account activity, and Cash flow from financing federal debt securities components.",FALSE
v1/accounting/od/cash_balance,line_item_desc,STRING,Line Item Description,"Description of Cash flow from budget activities, Adjustments for non-cash outlays included in the budget, Cash flow from activities not included in the budget, or Other line item.",TRUE
v1/accounting/od/cash_balance,position_bil_amt,CURRENCY,Position Amount (in Billions),Amount associated with the line item.,TRUE
v1/accounting/od/cash_balance,src_line_nbr,INTEGER,Source Line Number,Indicates the row of the corresponding table where the data point can be found.,TRUE
v1/accounting/od/cash_balance,record_fiscal_year,YEAR,Fiscal Year,The fiscal year associated with record_date. The federal government's fiscal year runs from October 1 to September 30.,TRUE
v1/accounting/od/cash_balance,record_fiscal_quarter,QUARTER,Fiscal Quarter Number,"The fiscal quarter associated with record_date. For the federal government these quarters are: Q1 - October to December, Q2 - January to March, Q3 - April to June, Q4 - July to September.",TRUE
v1/accounting/od/cash_balance,record_calendar_year,YEAR,Calendar Year,The calendar year associated with record_date.,TRUE
v1/accounting/od/cash_balance,record_calendar_quarter,QUARTER,Calendar Quarter Number,The calendar quarter associated with record_date.,TRUE
v1/accounting/od/cash_balance,record_calendar_month,MONTH,Calendar Month Number,The calendar month associated with record_date.,TRUE
v1/accounting/od/cash_balance,record_calendar_day,DAY,Calendar Day Number,The calendar day associated with record_date.,TRUE
v2/accounting/od/balance_sheets,record_date,DATE,Record Date,The date that data was published.,TRUE
v2/accounting/od/balance_sheets,stmt_fiscal_year,YEAR,Statement Fiscal Year,"The fiscal year of the Statement. The federal government fiscal year runs from October 1 to September 30. For restatements, the year will be the previous fiscal year compared to the record_fiscal_year.",TRUE
v2/accounting/od/balance_sheets,restmt_flag,STRING,Restatement Flag,Either a Y denoting that the line item is a restatement or a N denoting that the line item is the original. ,TRUE
v2/accounting/od/balance_sheets,account_desc,STRING,Account Description,"Either an asset, liability, or net position. Assets included on the balance sheets are resources of the government that remain available to meet future needs. Liabilities are obligations of the government resulting from prior actions that will require financial resources. The net position is the residual difference between assets and liabilities and is the cumulative results of operations since inception.",TRUE
v2/accounting/od/balance_sheets,line_item_desc,STRING,Line Item Description,"Description of asset, liability, or net position.",TRUE
v2/accounting/od/balance_sheets,position_bil_amt,CURRENCY,Position Amount (in Billions),Amount associated with Line Item Description.,TRUE
v2/accounting/od/balance_sheets,src_line_nbr,INTEGER,Source Line Number,Indicates the row of the corresponding table where the data point can be found.,TRUE
v2/accounting/od/balance_sheets,record_fiscal_year,YEAR,Fiscal Year,The fiscal year associated with record_date. The federal government's fiscal year runs from October 1 to September 30.,TRUE
v2/accounting/od/balance_sheets,record_fiscal_quarter,QUARTER,Fiscal Quarter Number,"The fiscal quarter associated with record_date. For the federal government these quarters are: Q1 - October to December, Q2 - January to March, Q3 - April to June, Q4 - July to September.",TRUE
v2/accounting/od/balance_sheets,record_calendar_year,YEAR,Calendar Year,The calendar year associated with record_date.,TRUE
v2/accounting/od/balance_sheets,record_calendar_quarter,QUARTER,Calendar Quarter Number,The calendar quarter associated with record_date.,TRUE
v2/accounting/od/balance_sheets,record_calendar_month,MONTH,Calendar Month Number,The calendar month associated with record_date.,TRUE
v2/accounting/od/balance_sheets,record_calendar_day,DAY,Calendar Day Number,The calendar day associated with record_date.,TRUE
v1/accounting/od/long_term_projections,record_date,DATE,Record Date,The date that data was published.,TRUE
v1/accounting/od/long_term_projections,account_desc,STRING,Account Description,"Either Receipts, Non-interest spending, Receipts less non-interest spending, or Fiscal gap. Receipts less non-interest spending is the total receipts minus the the total non-interest spending.",TRUE
v1/accounting/od/long_term_projections,line_item_desc,STRING,Line Item Description,The major categories of the federal government's receipts or non-interest spending.,TRUE
v1/accounting/od/long_term_projections,current_year_proj_tril_amt,CURRENCY,Current Year Projection Amount (in Trillions),The current year 75-year projection amount (in Trillions). The current year is equal to the fiscal year of the record date.,FALSE
v1/accounting/od/long_term_projections,previous_year_proj_tril_amt,CURRENCY,Previous Year Projection Amount (in Trillions),The previous year 75-year projection amount (in Trillions). The previous year is equal to one year less than the fiscal year of the record date.,FALSE
v1/accounting/od/long_term_projections,proj_tril_amt_change,CURRENCY,Projection Amount Change (in Trillions),The current year 75-year projection amount less the previous year 75-year projection amount of the previous year (in Trillions).,FALSE
v1/accounting/od/long_term_projections,current_year_percent_of_gdp,NUMBER,Current Year Percent of GDP,Current year 75-year projection amount as a percentage of the 75-year present value of nominal GDP. Percent of GDP = Fiscal Year 75 year projection / GDP starting in Fiscal Year plus 1 year. The current year is equal to the fiscal year of the record date.,TRUE
v1/accounting/od/long_term_projections,previous_year_percent_of_gdp,NUMBER,Previous Year Percent of GDP,Previous year 75-year projection amount as a percentage of the 75-year present value of nominal GDP. Percent of GDP = Fiscal Year 75 year projection / GDP starting in Fiscal Year plus 1 year. The previous year is equal to one year less than the fiscal year of the record date.,TRUE
v1/accounting/od/long_term_projections,percent_of_gdp_change,NUMBER,Percent of GDP Change,Current Year Percent of GDP less the Previous Year Percent of GDP.,TRUE
v1/accounting/od/long_term_projections,src_line_nbr,INTEGER,Source Line Number,Indicates the row of the corresponding table where the data point can be found.,TRUE
v1/accounting/od/long_term_projections,record_fiscal_year,YEAR,Fiscal Year,The fiscal year associated with record_date. The federal government's fiscal year runs from October 1 to September 30.,TRUE
v1/accounting/od/long_term_projections,record_fiscal_quarter,QUARTER,Fiscal Quarter Number,"The fiscal quarter associated with record_date. For the federal government these quarters are: Q1 - October to December, Q2 - January to March, Q3 - April to June, Q4 - July to September.",TRUE
v1/accounting/od/long_term_projections,record_calendar_year,YEAR,Calendar Year,The calendar year associated with record_date.,TRUE
v1/accounting/od/long_term_projections,record_calendar_quarter,QUARTER,Calendar Quarter Number,The calendar quarter associated with record_date.,TRUE
v1/accounting/od/long_term_projections,record_calendar_month,MONTH,Calendar Month Number,The calendar month associated with record_date.,TRUE
v1/accounting/od/long_term_projections,record_calendar_day,DAY,Calendar Day Number,The calendar day associated with record_date.,TRUE
v1/accounting/od/social_insurance,record_date,DATE,Record Date,The date that data was published.,TRUE
v1/accounting/od/social_insurance,program_desc,STRING,Program Description,"Full name of the program, with common shorthand in parentheses. Since 2016, Railroad Retirement and Black Lung are represented together under Other. Social Insurance Summary represents the summary table found at the bottom of each SOSI.",TRUE
v1/accounting/od/social_insurance,account_desc,STRING,Account Description,"Either Revenue, Expenditures for scheduled future benefits, or Present value of the difference between future revenue and future expenditures. Starting in 2019, the General Fund transfer for the estimated future revenue of Medicare Parts B and D has been included in Revenue, and Eliminations of such transfers are reported so that there is no effect on net totals.",TRUE
v1/accounting/od/social_insurance,participant_grp_desc,STRING,Participant Group Description,"Either participants who have attained eligibility, participants who have not attained eligibility, or future participants. Eligibility criteria vary by program.",FALSE
v1/accounting/od/social_insurance,projection_tril_amt,CURRENCY,Projection Amount (in Trillions),"Amount of the 75-year (except for Black Lung) projection for the program, account, and participant group in the fiscal year associated with record_date. If account_desc is Present value of the difference between future revenue and future expenditures, a positive amount represents revenue in excess of expenditures, while a negative amount represents expenditures in excess of revenue.",TRUE
v1/accounting/od/social_insurance,src_line_nbr,INTEGER,Source Line Number,Indicates the row of the corresponding table where the data point can be found.,TRUE
v1/accounting/od/social_insurance,record_fiscal_year,YEAR,Fiscal Year,The fiscal year associated with record_date. The federal government's fiscal year runs from October 1 to September 30.,TRUE
v1/accounting/od/social_insurance,record_fiscal_quarter,QUARTER,Fiscal Quarter Number,"The fiscal quarter associated with record_date. For the federal government these quarters are: Q1 - October to December, Q2 - January to March, Q3 - April to June, Q4 - July to September.",TRUE
v1/accounting/od/social_insurance,record_calendar_year,YEAR,Calendar Year,The calendar year associated with record_date.,TRUE
v1/accounting/od/social_insurance,record_calendar_quarter,QUARTER,Calendar Quarter Number,The calendar quarter associated with record_date.,TRUE
v1/accounting/od/social_insurance,record_calendar_month,MONTH,Calendar Month Number,The calendar month associated with record_date.,TRUE
v1/accounting/od/social_insurance,record_calendar_day,DAY,Calendar Day Number,The calendar day associated with record_date.,TRUE
v1/accounting/od/insurance_amounts,record_date,DATE,Record Date,The date that data was published.,TRUE
v1/accounting/od/insurance_amounts,stmt_fiscal_year,YEAR,Statement Fiscal Year,"The fiscal year of the Statement. The federal government fiscal year runs from October 1 to September 30. For restatements, the year will be the previous fiscal year compared to the record_fiscal_year.",TRUE
v1/accounting/od/insurance_amounts,restmt_flag,STRING,Restatement Flag,Either a Y denoting that the line item is a restatement or a N denoting that the line item is the original. ,TRUE
v1/accounting/od/insurance_amounts,account_desc,STRING,Account Description,Either a beginning or end of year open group measure or a reason for changes in that NPV measure. The open group includes all current and future participants in a program.,TRUE
v1/accounting/od/insurance_amounts,line_item_desc,STRING,Line Item Description,Either a beginning or end of year open group measure or a detailed description of a reason for changes in the NPV measure.,TRUE
v1/accounting/od/insurance_amounts,social_security_tril_amt,CURRENCY,Social Security Amount (in Trillions),Social Security amount for the line item.,FALSE
v1/accounting/od/insurance_amounts,medicare_hi_tril_amt,CURRENCY,Medicare HI Amount (in Trillions),Medicare Hospital Insurance (Part A) amount for the line item.,FALSE
v1/accounting/od/insurance_amounts,medicare_smi_tril_amt,CURRENCY,Medicare SMI Amount (in Trillions),Medicare Supplementary Medical Inusrance (Parts B and D) amount for the line item.,FALSE
v1/accounting/od/insurance_amounts,other_tril_amt,CURRENCY,Other Amount (in Trillions),Other social insurance programs amount for the line item.,FALSE
v1/accounting/od/insurance_amounts,total_tril_amt,CURRENCY,Total Amount (in Trillions),Total amount across all social insurance programs for the line item.,FALSE
v1/accounting/od/insurance_amounts,src_line_nbr,INTEGER,Source Line Number,Indicates the row of the corresponding table where the data point can be found.,TRUE
v1/accounting/od/insurance_amounts,record_fiscal_year,YEAR,Fiscal Year,The fiscal year associated with record_date. The federal government's fiscal year runs from October 1 to September 30.,TRUE
v1/accounting/od/insurance_amounts,record_fiscal_quarter,QUARTER,Fiscal Quarter Number,"The fiscal quarter associated with record_date. For the federal government these quarters are: Q1 - October to December, Q2 - January to March, Q3 - April to June, Q4 - July to September.",TRUE
v1/accounting/od/insurance_amounts,record_calendar_year,YEAR,Calendar Year,The calendar year associated with record_date.,TRUE
v1/accounting/od/insurance_amounts,record_calendar_quarter,QUARTER,Calendar Quarter Number,The calendar quarter associated with record_date.,TRUE
v1/accounting/od/insurance_amounts,record_calendar_month,MONTH,Calendar Month Number,The calendar month associated with record_date.,TRUE
v1/accounting/od/insurance_amounts,record_calendar_day,DAY,Calendar Day Number,The calendar day associated with record_date.,TRUE
v2/revenue/rcm,record_date,DATE,Record Date,The date that data was published.,TRUE
v2/revenue/rcm,electronic_category_desc,STRING,Electronic Category Description,"There are four electronic categories, which are mutually exclusive. The four categories are:  1. Fully Electronic - All - The government (Agency and Fiscal Service) processes these transactions electronically (Example: EFTPS transactions). 2. Fully Electronic - FS - Fiscal Service programs process these transactions electronically, but an agency processes some aspect of these transactions non-electronically (Example: OTC net electronic check transactions). 3. Electronic Settlement - Fiscal Service programs settle these transactions electronically, but also process some aspect of these transactions non-electronically (Example: Lockboxes and ECP). 4. Non-Electronic - The government processes these transactions non-electronically (Example: OTC net cash deposits). ",TRUE
v2/revenue/rcm,channel_type_desc,STRING,Channel Type Description,"Channel Program is the collections program reporting the data to Collections Information Repository (CIR). In most cases, the collection program name is synonymous with the concatenation of the Reporting Program and the Source Processing Program within CIR. However, Fiscal Service has provided derivation rules to enable specific breakdowns. The report lists the Channel Programs alphabetically within each collections channel. The four types are: 1. Over-the-Counter (OTC) - The OTC channel exists for collection information presented by the public or an agency to an agent or depositary in person or via an electronic terminal. 2. Mail - The mail channel exists for collection information presented by the public to an agent or depositary by mail. 3. Internet - The internet channel exists for collection information presented by the public or an agency to an agent or depositary over the Internet. It includes online banking transactions initiated by the public through private third party applications and received by an agent or depositary through a defined interface. 4. Bank - The bank channel exists for collection transactions presented by a member of the public to an agent or depositary through closed banking networks. It includes Automated Clearing House credit and Fedwire collection transactions.",TRUE
v2/revenue/rcm,tax_category_desc,STRING,Tax Category Description,"There are five tax categories, which are not mutually exclusive. The Tax Category Total contains the sum of the Non-Tax and Internal Revenue Service (IRS) Tax amounts. The five categories are:  1. Non-Tax - Sum of IRS-Non-Tax and Non-Tax (other than IRS Non-Tax).  2. IRS Non-Tax - Collections for ALCs (Agency Location Codes) that begin with 2009 but do not include any of the IRS Service Centers. 3. IRS Tax - Collections for the IRS Service Center ALCs. 4. Non-Tax (other than IRS Non-Tax) - Collections that do not begin with ALC 2009. 5. IRS Tax & IRS Non-Tax - Sum of IRS Non-Tax and IRS Tax. ",TRUE
v2/revenue/rcm,net_collections_amt,CURRENCY,Net Collections Amount,Dollar amount of transaction.,TRUE
v2/revenue/rcm,electronic_category_id,NUMBER,Electronic Category ID,Identifier for the Electronic Category Description field.,TRUE
v2/revenue/rcm,channel_type_id,NUMBER,Channel Type ID,Identifier for the Channel Type Description field.,TRUE
v2/revenue/rcm,tax_category_id,NUMBER,Tax Category ID,Identifier for the Tax Category Description field.,TRUE
v2/revenue/rcm,src_line_nbr,INTEGER,Source Line Number,Indicates the row of the corresponding table where the data point can be found.,TRUE
v2/revenue/rcm,record_fiscal_year,YEAR,Fiscal Year,The fiscal year associated with record_date. The federal government's fiscal year runs from October 1 to September 30.,TRUE
v2/revenue/rcm,record_fiscal_quarter,QUARTER,Fiscal Quarter Number,"The fiscal quarter associated with record_date. For the federal government these quarters are: Q1 - October to December, Q2 - January to March, Q3 - April to June, Q4 - July to September.",TRUE
v2/revenue/rcm,record_calendar_year,YEAR,Calendar Year,The calendar year associated with record_date.,TRUE
